Crop_french,ID,Seq,Prod_loc,Climate,Marketing,Settingup,Harvest_start,Harvest_end,Winter_storage,Stor_sell_end,Norm_sell_end,Crop category,Harvest_last,Sale_last,Shmin,Shmax,Sale_Jan,Sale_Feb,Sale_Mar,Sale_Apr,Sale_May,Sale_Jun,Sale_Jul,Sale_Aug,Sale_Sep,Sale_Oct,Sale_Nov,Sale_Dec,Growing_Jan,Growing_Feb,Growing_Mar,Growing_Apr,Growing_May,Growing_Jun,Growing_Jul,Growing_Aug,Growing_Sep,Growing_Oct,Growing_Nov,Growing_Dec
Mesclun,468,,Tunnel,Mild,12M,11,2,4,no,4,4,Raw green,3,3,1,12,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1
Mesclun,467,,Field,Mild,12M,9,10,12,no,4,12,Raw green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Mesclun,466,,Field,Mild,12M,8,9,11,no,4,11,Raw green,3,3,1,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Mesclun,465,,Field,Mild,12M,6,6,8,no,4,8,Raw green,3,3,1,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Mesclun,464,,Field,Mild,12M,5,5,7,no,4,7,Raw green,3,3,1,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Mesclun,463,,Field,Mild,12M,3,5,8,no,4,8,Raw green,4,4,1,16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Mesclun,462,,Field,Mild,12M,4,5,9,no,4,9,Raw green,5,5,1,20,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Mesclun,461,,Field,Mild,12M,3,4,6,no,4,6,Raw green,3,3,1,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mesclun,460,,Field,Mild,12M,12,3,5,no,4,5,Raw green,3,3,1,12,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Mesclun,459,,Field,Mild,12M,11,2,5,no,4,5,Raw green,4,4,1,16,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Mesclun,458,,Field,Mild,12M,10,1,4,no,4,4,Raw green,4,4,1,16,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Melon,457,,Tunnel,Mild,12M,5,8,9,no,4,9,Fruit crop,2,2,1,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Melon,456,,Tunnel,Mild,12M,3,7,8,no,4,8,Fruit crop,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Melon,455,,Tunnel,Mild,12M,5,7,9,no,4,9,Fruit crop,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Melon,454,,Tunnel,Mild,12M,4,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Melon,453,,Tunnel,Mild,12M,3,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Mache-pourp,452,,Tunnel,Mild,12M,11,12,1,no,4,1,Raw green,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
Mache-pourp,451,,Tunnel,Mild,12M,10,12,2,no,4,2,Raw green,3,3,1,12,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
Mache-pourp,450,,Tunnel,Mild,12M,10,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Mache-pourp,449,,Tunnel,Mild,12M,9,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Mache-pourp,448,,Tunnel,Mild,12M,8,9,10,no,4,10,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Mache-pourp,447,,Tunnel,Mild,12M,4,5,5,no,4,5,Raw green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Mache-pourp,446,,Tunnel,Mild,12M,3,4,4,no,4,4,Raw green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Mache-pourp,445,,Tunnel,Mild,12M,1,3,3,no,4,3,Raw green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
Mache-pourp,444,,Tunnel,Mild,12M,2,3,4,no,4,4,Raw green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mache-pourp,443,,Tunnel,Mild,12M,12,2,2,no,4,2,Raw green,1,1,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
Mache-pourp,442,,Tunnel,Mild,12M,11,1,1,no,4,1,Raw green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Mache-pourp,441,,Tunnel,Mild,12M,11,1,3,no,4,3,Raw green,3,3,1,12,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Mache-pourp,440,,Field,Mild,12M,8,11,12,no,4,12,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1
Mache-pourp,439,,Field,Mild,12M,9,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Mache-pourp,438,,Field,Mild,12M,2,4,4,no,4,4,Raw green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Mache-pourp,437,,Field,Mild,12M,10,1,1,no,4,1,Raw green,1,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
Haricot,436,,Tunnel,Mild,12M,7,9,10,no,4,10,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Haricot,435,,Tunnel,Mild,12M,7,8,10,no,4,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Haricot,434,,Tunnel,Mild,12M,4,7,9,no,4,9,Fruit crop,3,3,2,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Haricot,433,,Tunnel,Mild,12M,3,6,7,no,4,7,Fruit crop,2,2,2,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Haricot,432,,Field,Mild,12M,7,9,9,no,4,9,Fruit crop,1,1,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Haricot,431,,Field,Mild,12M,5,8,9,no,4,9,Fruit crop,2,2,2,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Haricot,430,,Field,Mild,12M,5,8,10,no,4,10,Fruit crop,3,3,2,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Haricot,429,,Field,Mild,12M,4,7,9,no,4,9,Fruit crop,3,3,2,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Haricot,428,,Field,Mild,12M,4,6,6,no,4,6,Fruit crop,1,1,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Haricot,427,,Field,Mild,12M,3,6,8,no,4,8,Fruit crop,3,3,2,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Fraise,426,,Field,Mild,12M,9,5,10,no,4,10,Fruit crop,5,5,1,20,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Feve,425,,Tunnel,Mild,12M,10,2,5,no,4,5,Fruit crop,4,4,1,16,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
Feve,424,,Field,Mild,12M,2,7,7,no,4,7,Fruit crop,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Feve,423,,Field,Mild,12M,2,6,7,no,4,7,Fruit crop,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Fenouil,422,,Tunnel,Mild,12M,9,11,1,no,4,1,Cooked green,3,3,1,12,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1
Fenouil,421,,Tunnel,Mild,12M,4,6,6,no,4,6,Cooked green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Fenouil,420,,Tunnel,Mild,12M,3,5,5,no,4,5,Cooked green,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Fenouil,419,,Field,Mild,12M,6,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Fenouil,418,,Field,Mild,12M,7,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Fenouil,417,,Field,Mild,12M,4,7,8,no,4,8,Cooked green,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Epinard,416,,Tunnel,Mild,12M,10,12,1,no,4,1,Cooked green,2,2,1,8,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
Epinard,415,,Tunnel,Mild,12M,10,11,2,no,4,2,Cooked green,4,4,1,16,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1
Epinard,414,,Tunnel,Mild,12M,9,10,12,no,4,12,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Epinard,413,,Tunnel,Mild,12M,10,4,4,no,4,4,Cooked green,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Epinard,412,,Tunnel,Mild,12M,10,1,2,no,4,2,Cooked green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1
Epinard,411,,Tunnel,Mild,12M,11,1,3,no,4,3,Cooked green,3,3,1,12,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1
Epinard,410,,Field,Mild,12M,9,10,11,no,4,11,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Epinard,409,,Field,Mild,12M,7,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Epinard,408,,Field,Mild,12M,4,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Epinard,407,,Field,Mild,12M,9,3,3,no,4,3,Cooked green,1,1,1,4,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1
Epinard,406,,Field,Mild,12M,9,1,2,no,4,2,Cooked green,2,2,1,8,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1
Endive,405,,Field,Mild,12M,5,11,11,no,4,11,Raw green,1,3,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
Endive,404,,Field,Mild,12M,4,10,10,no,4,10,Raw green,1,3,1,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Echalote,403,,Tunnel,Mild,12M,2,5,6,yes,4,4,Condiment crop,2,12,1,48,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
Echalote,402,,Field,Mild,12M,3,10,10,yes,4,4,Condiment crop,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
Echalote,401,,Field,Mild,12M,2,8,8,yes,4,4,Condiment crop,1,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0
Echalote,400,,Field,Mild,12M,4,7,9,yes,4,4,Condiment crop,3,10,1,40,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0
Echalote,399,,Field,Mild,12M,3,6,8,yes,4,4,Condiment crop,3,11,1,44,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0
Courgette,398,,Tunnel,Mild,12M,8,9,11,no,4,11,Fruit crop,3,3,4,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Courgette,397,,Tunnel,Mild,12M,4,6,10,no,4,10,Fruit crop,5,5,4,20,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Courgette,396,,Tunnel,Mild,12M,3,5,7,no,4,7,Fruit crop,3,3,4,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Courgette,395,,Tunnel,Mild,12M,3,5,8,no,4,8,Fruit crop,4,4,4,16,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Courgette,394,,Field,Mild,12M,6,9,10,no,4,10,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Courgette,393,,Field,Mild,12M,5,7,10,no,4,10,Fruit crop,4,4,4,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Courgette,392,,Field,Mild,12M,4,6,9,no,4,9,Fruit crop,4,4,4,16,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Courgette,391,,Field,Mild,12M,4,5,6,no,4,6,Fruit crop,2,2,4,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
Courge,390,,Field,Mild,12M,5,9,10,yes,4,4,Fruit crop,2,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Courge,389,,Field,Mild,12M,4,9,10,yes,4,4,Fruit crop,2,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0
Courge,388,,Field,Mild,12M,5,8,11,yes,4,4,Fruit crop,4,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
Courge,387,,Field,Mild,12M,5,8,10,yes,4,4,Fruit crop,3,9,1,36,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0
Concombre,386,,Tunnel,Mild,12M,6,8,10,no,4,10,Fruit crop,3,3,4,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0
Concombre,385,,Tunnel,Mild,12M,5,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Concombre,384,,Tunnel,Mild,12M,4,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Concombre,383,,Tunnel,Mild,12M,5,7,10,no,4,10,Fruit crop,4,4,4,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Concombre,382,,Tunnel,Mild,12M,4,7,10,no,4,10,Fruit crop,4,4,4,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Concombre,381,,Tunnel,Mild,12M,4,6,8,no,4,8,Fruit crop,3,3,4,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
Concombre,380,,Field,Mild,12M,5,8,9,no,4,9,Fruit crop,2,2,4,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Concombre,379,,Field,Mild,12M,6,7,9,no,4,9,Fruit crop,3,3,4,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Chou rave,378,,Tunnel,Mild,12M,12,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Chou rave,377,,Tunnel,Mild,12M,2,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
Chou rave,376,,Field,Mild,12M,4,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Chou rave,375,,Field,Mild,12M,3,7,8,no,4,8,Cooked green,2,2,1,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
Chou rave,374,,Field,Mild,12M,3,5,7,no,4,7,Cooked green,3,3,1,12,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Chou kale,373,,Field,Mild,12M,7,11,2,no,4,2,Cooked green,4,4,1,16,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
Chou fleur,372,,Tunnel,Mild,12M,3,6,6,no,4,6,Cooked green,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Chou fleur,371,,Field,Mild,12M,8,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Chou fleur,370,,Field,Mild,12M,6,11,12,no,4,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Chou fleur,369,,Field,Mild,12M,7,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Chou fleur,368,,Field,Mild,12M,6,10,1,no,4,1,Cooked green,4,4,1,16,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1
Chou fleur,367,,Field,Mild,12M,6,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
Chou fleur,366,,Field,Mild,12M,3,7,9,no,4,9,Cooked green,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0
Chou fleur,365,,Field,Mild,12M,8,3,4,no,4,4,Cooked green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1
Chou de Bruxelles,364,,Field,Mild,12M,4,11,11,no,4,11,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0
Chou chinois,363,,Tunnel,Mild,12M,3,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Chou chinois,362,,Tunnel,Mild,12M,2,3,4,no,4,4,Cooked green,2,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Chou chinois,361,,Field,Mild,12M,8,10,10,no,4,10,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Chou chinois,360,,Field,Mild,12M,5,6,7,no,4,7,Cooked green,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
Chou,359,,Tunnel,Mild,12M,2,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Chou,358,,Tunnel,Mild,12M,12,4,5,no,4,5,Cooked green,2,2,1,8,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1
Chou,357,,Field,Mild,12M,6,12,2,no,4,2,Cooked green,3,3,1,12,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1
Chou,356,,Field,Mild,12M,8,12,4,no,4,4,Cooked green,5,5,1,20,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
Chou,355,,Field,Mild,12M,7,11,12,no,4,12,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
Chou,354,,Field,Mild,12M,5,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Chou,353,,Field,Mild,12M,4,9,9,no,4,9,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Chou,352,,Field,Mild,12M,5,9,10,no,4,10,Cooked green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Chou,351,,Field,Mild,12M,5,9,11,no,4,11,Cooked green,3,3,1,12,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0
Chicoree,350,,Field,Mild,12M,9,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0
Chicoree,349,,Field,Mild,12M,8,10,11,no,4,11,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0
Chicoree,348,,Field,Mild,12M,8,9,10,no,4,10,Raw green,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Chicoree,347,,Field,Mild,12M,5,7,9,no,4,9,Raw green,3,3,1,12,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
Celeri rave,346,,Tunnel,Mild,12M,10,3,3,yes,4,4,Root crop,1,2,1,8,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1
Celeri rave,345,,Field,Mild,12M,4,11,12,yes,4,4,Root crop,2,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1
Celeri rave,344,,Field,Mild,12M,5,10,11,yes,4,4,Root crop,2,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
Celeri rave,343,,Field,Mild,12M,3,10,11,yes,4,4,Root crop,2,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0
Celeri rave,342,,Field,Mild,12M,5,9,12,yes,4,4,Root crop,4,8,1,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Celeri branche,341,,Field,Mild,12M,7,12,12,no,4,12,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
Celeri branche,340,,Field,Mild,12M,4,7,7,no,4,7,Cooked green,1,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
Carotte conservation,339,,Field,Mild,12M,7,11,1,yes,4,4,Carrot,3,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1
Carotte conservation,338,,Field,Mild,12M,6,11,12,yes,4,4,Carrot,2,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1
Carotte conservation,337,,Field,Mild,12M,6,11,3,yes,4,4,Carrot,5,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1
Carotte conservation,336,,Field,Mild,12M,5,11,11,yes,4,4,Carrot,1,6,1,24,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0
Carotte conservation,335,,Field,Mild,12M,5,10,12,yes,4,4,Carrot,3,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1
Carotte conservation,334,,Field,Mild,12M,5,10,3,yes,4,4,Carrot,6,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
Carotte conservation,333,,Field,Mild,12M,3,10,10,yes,4,4,Carrot,1,7,1,28,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
Carotte botte,332,,Field,Mild,12M,5,9,10,no,4,10,Carrot,2,2,1,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0
Carotte botte,331,,Field,Mild,12M,4,9,9,no,4,9,Carrot,1,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0
Carotte botte,330,,Field,Mild,12M,4,7,10,no,4,10,Carrot,4,4,1,16,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0
Carotte botte,329,,Tunnel,Mild,12M,11,5,5,no,4,5,Carrot,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1
Carotte botte,328,,Tunnel,Mild,12M,2,5,6,no,4,6,Carrot,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Carotte botte,327,,Tunnel,Mild,12M,10,4,4,no,4,4,Carrot,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
Carotte botte,326,,Field,Mild,12M,3,6,7,no,4,7,Carrot,2,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
Brocoli,325,,Tunnel,Mild,12M,2,5,6,no,4,6,Cooked green,2,2,1,8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
Brocoli,324,,Field,Mild,12M,9,12,12,no,4,12,Cooked green,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
