,Id_article,Id_obs,Authors,Title,DOI,Year_of_publication,Experiment_period,Experiment_year,Country,Study_site,Latitude,Longitude,Continent,Climate_zone,Geocoordinates,Soil_type_WRB_USDA,Soil_texture,Soil_pH,Greenhouse,Organic_ferti,Mineral_ferti,Pesticide,Irrigation,Nitrogen_rate_kg_ha,Additional_factor,Intercropping_design,Intercropping_pattern,Crop_1_Common_Name,Crop_1_Scientific_Name,Crop_2_Common_Name,Crop_2_Scientific_Name,Crop_1_yield_sole,Crop_2_yield_sole,Crop_1_yield_intercropped,Crop_2_yield_intercropped,Yield_total_intercropping,Yield_unit,Yield_measure,Data_location,LER_crop1,LER_crop2,LER_tot,LER_crop_1_calc,LER_crop_2_calc,LER_tot_calc
1086,141,1087,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 5),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,67.0,174.0,32.0,46.0,78.0,Kg/plot,,Table2,0.522,0.382,0.904,0.47761194029850745,0.26436781609195403,0.7419797563904615
1087,141,1088,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 6),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,70.0,158.0,40.0,49.0,89.0,Kg/plot,,Table2,0.664,0.378,1.042,0.5714285714285714,0.310126582278481,0.8815551537070524
1088,141,1089,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 7),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,56.0,128.0,42.0,78.0,120.0,Kg/plot,,Table2,0.694,0.626,1.32,0.75,0.609375,1.359375
1089,141,1090,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 8),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,59.0,118.0,46.0,43.0,89.0,Kg/plot,,Table2,0.754,0.386,1.14,0.7796610169491526,0.3644067796610169,1.1440677966101696
1090,141,1091,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 9),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,60.0,132.0,47.0,54.0,101.0,Kg/plot,,Table2,0.776,0.402,1.178,0.7833333333333333,0.4090909090909091,1.1924242424242424
1091,141,1092,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 10),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,69.0,177.0,39.0,66.0,105.0,Kg/plot,,Table2,0.634,0.602,1.236,0.5652173913043478,0.3728813559322034,0.9380987472365512
1092,141,1093,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 11),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,59.0,123.0,27.0,62.0,89.0,Kg/plot,,Table2,0.44,0.48,0.92,0.4576271186440678,0.5040650406504065,0.9616921592944743
1093,141,1094,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 12),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,45.0,188.0,39.0,68.0,107.0,Kg/plot,,Table2,0.634,0.575,1.209,0.8666666666666667,0.3617021276595745,1.2283687943262411
1094,141,1095,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 13),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,64.0,132.0,30.0,75.0,105.0,Kg/plot,,Table2,0.493,0.626,1.119,0.46875,0.5681818181818182,1.0369318181818183
1095,141,1096,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 14),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,54.0,172.0,38.0,44.0,82.0,Kg/plot,,Table2,0.619,0.354,0.973,0.7037037037037037,0.2558139534883721,0.9595176571920758
1096,141,1097,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 15),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,60.0,150.0,44.0,74.0,118.0,Kg/plot,,Table2,0.724,0.484,1.208,0.7333333333333333,0.49333333333333335,1.2266666666666666
1097,141,1098,"Schultz, B., Phillips, C., Rosset, P., Vandermeer, J.","An experiment in intercropping cucumbers and tomatoes in Southern Michigan, U.S.A.",10.1016/0304-4238(82)90096-6,1982,1980,1980,USA,University of Michigan Matthaei Botanical Gardens,42.279831,-83.730066,North America,Dfa,Estimated,,Sand (S),,No,No,Yes,,,67.3,Sixteen different plots (plot 16),,Row,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,62.0,104.0,35.0,39.0,74.0,Kg/plot,,Table2,0.582,0.339,0.921,0.5645161290322581,0.375,0.9395161290322581
1098,142,1099,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,Yes,,Homworm level 1,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,8.0,17.017,5.1,7.7,12.8,t/ha,,Table 8,0.637,0.453,1.09,0.6375,0.45248868778280543,1.0899886877828053
1099,142,1100,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,Yes,,Homworm level 2,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,7.2,17.341,5.0,7.9,12.9,t/ha,,Table 8,0.694,0.456,1.15,0.6944444444444444,0.4555677296580359,1.1500121741024802
1100,142,1101,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,Yes,,Homworm level 3,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,6.5,16.63,5.4,9.3,14.700000000000001,t/ha,,Table 8,0.831,0.559,1.39,0.8307692307692308,0.5592303066746844,1.3899995374439151
1101,142,1102,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,No,,Homworm level 1,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,8.4,24.9,6.1,11.3,17.4,t/ha,,Table 8,0.726,0.454,1.18,0.7261904761904762,0.45381526104417674,1.1800057372346529
1102,142,1103,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,No,,Homworm level 2,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,6.7,23.417,5.5,15.2,20.7,t/ha,,Table 8,0.821,0.649,1.47,0.8208955223880596,0.6491010804116667,1.4699966027997262
1103,142,1104,"Schulz, B., McGuinness, H., Horwith, B.J.V., Phillips, C., Perfecto, I., Rosset, P., Ambrose, R., Hansen, M.","Effects of planting densities, irrigation, and hornworm larvae on yields in experimental intercrops of tomatoes and cucumbers",10.21273/JASHS.112.5.747,1987,1981-1982,1981,USA,University of Michigan Matthaei Botanical Gardens,42.297428,-83.716063,North America,Dfa,Estimated,,Sandy loam (SL),,,,Yes,Yes,No,,Homworm level 3,,,Tomato,Solanum lycopersicum L.,Cucumber,Cucumis sativus L.,6.5,24.164,5.5,12.9,18.4,t/ha,,Table 8,0.846,0.534,1.38,0.8461538461538461,0.5338520112564145,1.3800058574102607
1104,143,1105,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2018,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,no root barrier,Replacement,Row,Maize,Zea mays L.,Fava bean,Vicia faba L.,,,,,,,,Table 1,0.54,,,,,
1105,143,1106,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2019,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,no root barrier,Replacement,Row,Maize,Zea mays L.,Fava bean,Vicia faba L.,,,,,,,,Table 1,0.95,,,,,
1106,143,1107,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2019,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,with root barrier,Replacement,Row,Maize,Zea mays L.,Fava bean,Vicia faba L.,,,,,,,,Table 1,0.57,,,,,
1107,143,1108,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2018,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,no root barrier,Replacement,Row,Maize,Zea mays L.,Mustard,Brassica juncea L.,,,,,,,,Table 1,1.02,,,,,
1108,143,1109,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2019,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,no root barrier,Replacement,Row,Maize,Zea mays L.,Mustard,Brassica juncea L.,,,,,,,,Table 1,0.89,,,,,
1109,143,1110,"Schwerdtner, Ulrike and Spohn, Marie",Interspecific root interactions increase maize yields in intercropping with different companion crops,10.1002/jpln.202000527,2021,2018-2019,2019,Germany,University of Bayreuth,49.9213889,11.5880555555555,Europe & Central Asia,Cfb,Exact,,Loamy sand (LS),6.9,No,,,,Yes,,with root barrier,Replacement,Row,Maize,Zea mays L.,Mustard,Brassica juncea L.,,,,,,,,Table 1,0.8,,,,,
1110,144,1111,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1997,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Protected,Additive,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,3283.0,,2913.0,,,kg/ha,,Figure 4,,,,0.8872982028632348,,
1111,144,1112,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1997,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Unprotected,Additive,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,2507.0,,2400.0,,,kg/ha,,Figure 4,,,,0.9573195053849222,,
1112,144,1113,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1998,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Protected,Additive,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,2771.0,,2269.0,,,kg/ha,,Figure 4,,,,0.8188379646337063,,
1113,144,1114,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1998,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Unprotected,Additive,Strip,Maize,Zea mays L.,Bean,Phaseolus L.,2162.0,,2054.0,,,kg/ha,,Figure 4,,,,0.9500462534690102,,
1114,144,1115,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1997,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Protected,Additive,Strip,Maize,Zea mays L.,Groundnut,Apios americana Medik.,3283.0,,3116.0,,,kg/ha,,Figure 4,,,,0.9491318915625951,,
1115,144,1116,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1997,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Unrotected,Additive,Strip,Maize,Zea mays L.,Groundnut,Apios americana Medik.,2507.0,,2650.0,,,kg/ha,,Figure 4,,,,1.0570402871958515,,
1116,144,1117,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1998,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Protected,Additive,Strip,Maize,Zea mays L.,Groundnut,Apios americana Medik.,2771.0,,2401.0,,,kg/ha,,Figure 4,,,,0.8664741970407795,,
1117,144,1118,"Sekamatte, BM and Ogenga-Latigo, M and Russell-Smith, A","Effects of maize-legume intercrops on termite damage to maize, activity of predatory ants and maize yields in uganda",10.1016/S0261-2194(02)00115-1,2003,1997-1998,1998,Uganda,Namulonge Agricultural and Animal Production Research Institute (NAARI),0.528785,32.611284,Sub-Saharan Africa,Am,Estimated,,,,No,,,Yes,,,Unrotected,Additive,Strip,Maize,Zea mays L.,Groundnut,Apios americana Medik.,2162.0,,2281.0,,,kg/ha,,Figure 4,,,,1.055041628122109,,
1118,145,1119,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:1,Replacement,Row,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.23,,,
1119,145,1120,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:2,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.16,,,
1120,145,1121,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:1,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.12,,,
1121,145,1122,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:2,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,0.94,,,
1122,145,1123,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:1,Replacement,Row,Pea,Pisum sativum L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.1,,,
1123,145,1124,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:2,Replacement,Strip,Pea,Pisum sativum L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.05,,,
1124,145,1125,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:1,Replacement,Strip,Pea,Pisum sativum L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,0.86,,,
1125,145,1126,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:2,Replacement,Strip,Pea,Pisum sativum L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.13,,,
1126,145,1127,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:1,Replacement,Row,Fava bean,Vicia faba L.,Pea,Pisum sativum L.,,,,,,,,Table 5,,,0.98,,,
1127,145,1128,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 1:2,Replacement,Strip,Fava bean,Vicia faba L.,Pea,Pisum sativum L.,,,,,,,,Table 5,,,1.34,,,
1128,145,1129,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:1,Replacement,Strip,Fava bean,Vicia faba L.,Pea,Pisum sativum L.,,,,,,,,Table 5,,,1.04,,,
1129,145,1130,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Weeded & Row arrangement: 2:2,Replacement,Strip,Fava bean,Vicia faba L.,Pea,Pisum sativum L.,,,,,,,,Table 5,,,1.1,,,
1130,145,1131,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Unweeded & Row arrangement: 1:1,Replacement,Row,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.47,,,
1131,145,1132,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Unweeded & Row arrangement: 1:2,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.46,,,
1132,145,1133,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Unweeded & Row arrangement: 2:1,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.64,,,
1133,145,1134,"Sharaiha, R., Gliessman, S.","The Effects of Crop Combination and Row Arrangement in the lntercropping of Lettuce, Favabean and Pea on Weed Biomass and Diversity and on Crop Yields",10.1080/01448765.1992.9754615,1992,1990,1990,USA,"Agroecology Program Farm, University of California-Santa Cruz",36.987956,-122.058928,North America,Csb,Estimated,Mollisols (USDA),Sandy loam (SL),,No,Yes,No,,Yes,Unclear,Unweeded & Row arrangement: 2:2,Replacement,Strip,Fava bean,Vicia faba L.,Lettuce,Lactuca sativa L.,,,,,,,,Table 5,,,1.34,,,
